,,,,,,pause
sw2107B-ms98-a-0101,B.114,333.841875,334.03775,---,0.195875,
sw2107A-ms98-a-0074,A.113,333.870625,333.991125,I,0.1205,
sw2107A-ms98-a-0074,A.113,333.991125,334.24525,love,0.254125,
sw2107B-ms98-a-0101,B.114,334.03775,334.2315,---,0.19375,
sw2107B-ms98-a-0101,B.114,334.2315,335.07125,---,0.83975,
sw2107A-ms98-a-0074,A.113,334.24525,334.30525,it,0.06,
sw2107A-ms98-a-0074,A.113,334.30525,334.47525,it's,0.17,
sw2107A-ms98-a-0074,A.113,334.47525,334.712125,so,0.236875,
sw2107A-ms98-a-0074,A.113,334.712125,334.8025,[silence],0.090375,2
sw2107A-ms98-a-0074,A.113,334.8025,335.03525,funny,0.23275,
sw2107A-ms98-a-0074,A.113,335.03525,335.13525,to,0.1,
sw2107B-ms98-a-0101,B.114,335.07125,335.3005,[silence],0.22925,4
sw2107A-ms98-a-0074,A.113,335.13525,335.30525,get,0.17,
sw2107B-ms98-a-0102,B.114,335.3005,337.7845,[silence],2.484,4
sw2107A-ms98-a-0074,A.113,335.30525,335.50525,more,0.2,
sw2107A-ms98-a-0074,A.113,335.50525,335.62525,than,0.12,
sw2107A-ms98-a-0074,A.113,335.62525,335.79525,one,0.17,
sw2107A-ms98-a-0074,A.113,335.79525,336.11525,cat,0.32,
sw2107A-ms98-a-0074,A.113,336.11525,336.46525,together,0.35,
sw2107A-ms98-a-0074,A.113,336.46525,336.63525,because,0.17,
sw2107A-ms98-a-0074,A.113,336.63525,336.73525,it,0.1,
sw2107A-ms98-a-0074,A.113,336.73525,336.97525,brings,0.24,
sw2107A-ms98-a-0074,A.113,336.97525,337.10525,out,0.13,
sw2107A-ms98-a-0074,A.113,337.10525,337.19525,their,0.09,
sw2107A-ms98-a-0074,A.113,337.19525,338.013875,personalities,0.818625,
sw2107B-ms98-a-0103,B.114,337.7845,338.25,[silence],0.4655,4
sw2107A-ms98-a-0074,A.115,338.013875,338.579125,[silence],0.56525,4
sw2107B-ms98-a-0103,B.114,338.25,338.7795,Yes,0.5295,
sw2107A-ms98-a-0074,A.115,338.579125,338.741125,And,0.162,
sw2107A-ms98-a-0074,A.115,338.741125,338.91525,they,0.174125,
sw2107B-ms98-a-0103,B.116,338.7795,338.956,[silence],0.1765,4
sw2107A-ms98-a-0074,A.115,338.91525,339.1055,just,0.19025,
sw2107B-ms98-a-0104,B.116,338.956,340.612,[silence],1.656,4
sw2107A-ms98-a-0074,A.115,339.1055,339.22225,[silence],0.11675,2
sw2107A-ms98-a-0074,A.115,339.22225,339.65525,act,0.433,
sw2107A-ms98-a-0074,A.115,339.65525,339.959125,so,0.303875,
sw2107A-ms98-a-0074,A.115,339.959125,340.111125,[silence],0.152,2
sw2107A-ms98-a-0074,A.115,340.111125,340.481875,funny,0.37075,
sw2107A-ms98-a-0074,A.117,340.481875,340.8235,[silence],0.341625,4
sw2107B-ms98-a-0105,B.116,340.612,340.839875,[silence],0.227875,4
sw2107A-ms98-a-0075,A.117,340.8235,347.097125,[silence],6.273625,4
sw2107B-ms98-a-0105,B.116,340.839875,341.067875,Oh,0.228,
sw2107B-ms98-a-0105,B.116,341.067875,341.232,we've,0.164125,
sw2107B-ms98-a-0105,B.116,341.232,341.442,got,0.21,
sw2107B-ms98-a-0105,B.116,341.442,341.592,[silence],0.15,2
sw2107B-ms98-a-0105,B.116,341.592,341.692,---,0.1,
sw2107B-ms98-a-0105,B.116,341.692,341.882,well,0.19,
sw2107B-ms98-a-0105,B.116,341.882,342.2875,[silence],0.4055,2
sw2107B-ms98-a-0105,B.116,342.2875,342.364125,the,0.076625,
sw2107B-ms98-a-0105,B.116,342.364125,342.4395,[silence],0.075375,2
sw2107B-ms98-a-0105,B.116,342.4395,342.852,two,0.4125,
sw2107B-ms98-a-0105,B.116,342.852,343.042,that,0.19,
sw2107B-ms98-a-0105,B.116,343.042,343.252,were,0.21,
sw2107B-ms98-a-0105,B.116,343.252,343.972625,outside,0.720625,
sw2107B-ms98-a-0105,B.116,343.972625,344.59,[silence],0.617375,2
sw2107B-ms98-a-0106,B.116,344.59,345.062,[silence],0.472,2
sw2107B-ms98-a-0106,B.116,345.062,345.22275,they're,0.16075,
sw2107B-ms98-a-0106,B.116,345.22275,345.3955,like,0.17275,
sw2107B-ms98-a-0106,B.116,345.3955,345.47425,[silence],0.07875,2
sw2107B-ms98-a-0106,B.116,345.47425,345.83675,brothers,0.3625,
sw2107B-ms98-a-0106,B.116,345.83675,345.912125,I,0.075375,
sw2107B-ms98-a-0106,B.116,345.912125,346.059125,mean,0.147,
sw2107B-ms98-a-0106,B.116,346.059125,346.175875,I've,0.11675,
sw2107B-ms98-a-0106,B.116,346.175875,346.39,never,0.214125,
sw2107B-ms98-a-0106,B.116,346.39,346.57,seen,0.18,
sw2107B-ms98-a-0106,B.116,346.57,346.71,two,0.14,
sw2107B-ms98-a-0106,B.116,346.71,347.03,cats,0.32,
sw2107B-ms98-a-0106,B.116,347.03,347.1735,so,0.1435,
sw2107A-ms98-a-0076,A.117,347.097125,347.71325,[silence],0.616125,4
sw2107B-ms98-a-0106,B.116,347.1735,347.621625,close,0.448125,
sw2107B-ms98-a-0106,B.118,347.621625,348.130125,[silence],0.5085,4
sw2107A-ms98-a-0076,A.117,347.71325,348.22425,Really,0.511,
sw2107B-ms98-a-0106,B.118,348.130125,348.76,And,0.629875,
sw2107A-ms98-a-0076,A.119,348.22425,348.693125,[silence],0.468875,2
sw2107A-ms98-a-0077,A.119,348.693125,351.379125,[silence],2.686,4
sw2107B-ms98-a-0106,B.118,348.76,349.12,uh,0.36,
sw2107B-ms98-a-0106,B.118,349.12,349.68,they,0.56,
sw2107B-ms98-a-0106,B.118,349.68,349.79,uh,0.11,
sw2107B-ms98-a-0106,B.118,349.79,350.16,[silence],0.37,2
sw2107B-ms98-a-0106,B.118,350.16,350.26,will,0.1,
sw2107B-ms98-a-0106,B.118,350.26,350.43,get,0.17,
sw2107B-ms98-a-0106,B.118,350.43,350.51,to,0.08,
sw2107B-ms98-a-0106,B.118,350.51,350.92,playing,0.41,
sw2107B-ms98-a-0106,B.118,350.92,351.32,chase,0.4,
sw2107B-ms98-a-0106,B.118,351.32,351.47,through,0.15,
sw2107A-ms98-a-0078,A.119,351.379125,352.086125,[silence],0.707,4
sw2107B-ms98-a-0106,B.118,351.47,351.57,the,0.1,
sw2107B-ms98-a-0106,B.118,351.57,352.101375,house,0.531375,
sw2107A-ms98-a-0078,A.119,352.086125,352.605,Uh-huh,0.518875,
sw2107B-ms98-a-0106,B.120,352.101375,352.5345,[silence],0.433125,2
sw2107B-ms98-a-0106,B.120,352.5345,352.67,and,0.1355,
sw2107A-ms98-a-0078,A.121,352.605,353.101125,[silence],0.496125,4
sw2107B-ms98-a-0106,B.120,352.67,352.78,it,0.11,
sw2107B-ms98-a-0106,B.120,352.78,352.96,is,0.18,
sw2107B-ms98-a-0106,B.120,352.96,353.51,hysterical,0.55,
sw2107A-ms98-a-0079,A.121,353.101125,354.939,[silence],1.837875,4
sw2107B-ms98-a-0106,B.120,353.51,353.56,I,0.05,
sw2107B-ms98-a-0106,B.120,353.56,353.73,mean,0.17,
sw2107B-ms98-a-0106,B.120,353.73,353.85525,and,0.12525,
sw2107B-ms98-a-0106,B.120,353.85525,353.96875,then,0.1135,
sw2107B-ms98-a-0106,B.120,353.96875,354.104375,the,0.135625,
sw2107B-ms98-a-0106,B.120,354.104375,354.24,other,0.135625,
sw2107B-ms98-a-0106,B.120,354.24,354.4,two,0.16,
sw2107B-ms98-a-0106,B.120,354.4,354.75,cats,0.35,
sw2107B-ms98-a-0106,B.120,354.75,354.84,will,0.09,
sw2107B-ms98-a-0106,B.120,354.84,355.22,follow,0.38,
sw2107A-ms98-a-0080,A.121,354.939,355.407625,[silence],0.468625,4
sw2107B-ms98-a-0106,B.120,355.22,355.37,in,0.15,
sw2107B-ms98-a-0106,B.120,355.37,355.80575,pursuit,0.43575,
sw2107A-ms98-a-0080,A.121,355.407625,356.64325,[laughter],1.235625,
sw2107B-ms98-a-0106,B.120,355.80575,356.02425,[silence],0.2185,2
sw2107B-ms98-a-0106,B.120,356.02425,356.397625,[laughter],0.373375,
sw2107B-ms98-a-0106,B.120,356.397625,356.5295,It's,0.131875,
sw2107B-ms98-a-0106,B.120,356.5295,356.68,like,0.1505,
sw2107A-ms98-a-0080,A.121,356.64325,357.258875,[silence],0.615625,4
sw2107B-ms98-a-0106,B.120,356.68,356.851875,this,0.171875,
sw2107B-ms98-a-0106,B.120,356.851875,357.44625,train,0.594375,
sw2107A-ms98-a-0080,A.121,357.258875,357.51125,A,0.252375,
sw2107B-ms98-a-0106,B.122,357.44625,358.632125,[silence],1.185875,4
sw2107A-ms98-a-0080,A.121,357.51125,357.899,train,0.38775,
sw2107A-ms98-a-0080,A.121,357.899,358.009,of,0.11,
sw2107A-ms98-a-0080,A.121,358.009,358.339,cats,0.33,
sw2107A-ms98-a-0080,A.121,358.339,358.589,running,0.25,
sw2107A-ms98-a-0080,A.121,358.589,358.879625,around,0.290625,
sw2107B-ms98-a-0106,B.122,358.632125,358.7215,I,0.089375,
sw2107B-ms98-a-0106,B.122,358.7215,358.94175,mean,0.22025,
sw2107A-ms98-a-0080,A.123,358.879625,359.509875,[silence],0.63025,4
sw2107B-ms98-a-0106,B.122,358.94175,358.94175,it,0,
sw2107B-ms98-a-0106,B.122,358.94175,359.028375,[silence],0.086625,2
sw2107B-ms98-a-0107,B.122,359.028375,359.116375,[silence],0.088,2
sw2107B-ms98-a-0107,B.122,359.116375,359.443,sounds,0.326625,
sw2107B-ms98-a-0107,B.122,359.443,359.578375,like,0.135375,
sw2107A-ms98-a-0081,A.123,359.509875,359.990625,[silence],0.48075,4
sw2107B-ms98-a-0107,B.122,359.578375,359.638375,a,0.06,
sw2107B-ms98-a-0107,B.122,359.638375,360.124875,train,0.4865,
sw2107A-ms98-a-0081,A.123,359.990625,361.037625,[laughter],1.047,
sw2107B-ms98-a-0107,B.122,360.124875,360.222,---,0.097125,
sw2107B-ms98-a-0107,B.122,360.222,360.31175,---,0.08975,
sw2107B-ms98-a-0107,B.122,360.31175,360.8165,[silence],0.50475,2
sw2107B-ms98-a-0107,B.122,360.8165,360.898375,We,0.081875,
sw2107B-ms98-a-0107,B.122,360.898375,361.068375,have,0.17,
sw2107A-ms98-a-0081,A.123,361.037625,361.895875,[silence],0.85825,4
sw2107B-ms98-a-0107,B.122,361.068375,361.408375,wooden,0.34,
sw2107B-ms98-a-0107,B.122,361.408375,361.808375,floors,0.4,
sw2107B-ms98-a-0107,B.122,361.808375,361.968375,and,0.16,
sw2107A-ms98-a-0082,A.123,361.895875,362.693,[silence],0.797125,4
sw2107B-ms98-a-0107,B.122,361.968375,362.058375,so,0.09,
sw2107B-ms98-a-0107,B.122,362.058375,362.148375,it,0.09,
sw2107B-ms98-a-0107,B.122,362.148375,362.278375,just,0.13,
sw2107B-ms98-a-0107,B.122,362.278375,362.40875,sort,0.130375,
sw2107B-ms98-a-0107,B.122,362.40875,362.47275,of,0.064,
sw2107B-ms98-a-0107,B.122,362.47275,362.688375,[silence],0.215625,2
sw2107B-ms98-a-0107,B.122,362.688375,363.138375,echoes,0.45,
sw2107A-ms98-a-0082,A.123,362.693,362.936875,Oh,0.243875,
sw2107A-ms98-a-0082,A.123,362.936875,363.146375,how,0.2095,
sw2107B-ms98-a-0107,B.122,363.138375,363.268375,through,0.13,
sw2107A-ms98-a-0082,A.123,363.146375,363.278125,[silence],0.13175,4
sw2107B-ms98-a-0107,B.122,363.268375,363.368375,the,0.1,
sw2107A-ms98-a-0082,A.123,363.278125,363.87025,funny,0.592125,
sw2107B-ms98-a-0107,B.122,363.368375,363.915375,house,0.547,
sw2107A-ms98-a-0082,A.123,363.87025,364.518125,[laughter],0.647875,
sw2107B-ms98-a-0107,B.124,363.915375,364.15875,[silence],0.243375,2
sw2107B-ms98-a-0108,B.124,364.15875,364.207625,[silence],0.048875,2
sw2107B-ms98-a-0108,B.124,364.207625,365.80825,[laughter],1.600625,
sw2107A-ms98-a-0082,A.123,364.518125,364.7105,I,0.192375,
sw2107A-ms98-a-0082,A.123,364.7105,364.855875,can,0.145375,
sw2107A-ms98-a-0082,A.123,364.855875,365.577375,imagine,0.7215,
sw2107A-ms98-a-0082,A.123,365.577375,365.696625,[silence],0.11925,2
sw2107A-ms98-a-0082,A.123,365.696625,366.07925,[laughter],0.382625,
sw2107B-ms98-a-0108,B.124,365.80825,367.87025,[silence],2.062,4
sw2107A-ms98-a-0082,A.123,366.07925,366.25925,[silence],0.18,2
sw2107A-ms98-a-0083,A.123,366.25925,366.80925,[silence],0.55,2
sw2107A-ms98-a-0083,A.123,366.80925,367.280375,[laughter],0.471125,
sw2107A-ms98-a-0083,A.123,367.280375,367.36325,[silence],0.082875,2
sw2107A-ms98-a-0083,A.123,367.36325,367.51925,Yeah,0.156,
sw2107A-ms98-a-0083,A.123,367.51925,367.690625,I,0.171375,
sw2107A-ms98-a-0083,A.123,367.690625,367.9505,wouldn't,0.259875,
sw2107B-ms98-a-0109,B.124,367.87025,369.923125,[silence],2.052875,4
sw2107A-ms98-a-0083,A.123,367.9505,368.07925,give,0.12875,
sw2107A-ms98-a-0083,A.123,368.07925,368.50925,anything,0.43,
sw2107A-ms98-a-0083,A.123,368.50925,368.63925,for,0.13,
sw2107A-ms98-a-0083,A.123,368.63925,368.81925,my,0.18,
sw2107A-ms98-a-0083,A.123,368.81925,369.22925,cats,0.41,
sw2107A-ms98-a-0083,A.123,369.22925,369.31925,I,0.09,
sw2107A-ms98-a-0083,A.123,369.31925,369.55925,love,0.24,
sw2107A-ms98-a-0083,A.123,369.55925,369.68925,them,0.13,
sw2107A-ms98-a-0083,A.123,369.68925,369.79925,to,0.11,
sw2107A-ms98-a-0083,A.123,369.79925,370.132375,death,0.333125,
sw2107B-ms98-a-0110,B.124,369.923125,370.205,[silence],0.281875,4
sw2107A-ms98-a-0083,A.125,370.132375,370.62275,[silence],0.490375,4
sw2107B-ms98-a-0110,B.124,370.205,370.601375,Oh,0.396375,
sw2107B-ms98-a-0110,B.124,370.601375,370.942125,no,0.34075,
sw2107A-ms98-a-0084,A.125,370.62275,374.01525,[silence],3.3925,4
sw2107B-ms98-a-0110,B.124,370.942125,371.223125,they're,0.281,
sw2107B-ms98-a-0110,B.124,371.223125,371.493125,just,0.27,
sw2107B-ms98-a-0110,B.124,371.493125,371.703125,they're,0.21,
sw2107B-ms98-a-0110,B.124,371.703125,372.303125,[silence],0.6,2
sw2107B-ms98-a-0110,B.124,372.303125,372.473125,they're,0.17,
sw2107B-ms98-a-0110,B.124,372.473125,372.873125,just,0.4,
sw2107B-ms98-a-0110,B.124,372.873125,373.218625,uh,0.3455,
sw2107B-ms98-a-0110,B.124,373.218625,373.8665,[silence],0.647875,2
sw2107B-ms98-a-0110,B.124,373.8665,374.003125,they're,0.136625,
sw2107B-ms98-a-0110,B.124,374.003125,374.44675,wonderful,0.443625,
sw2107A-ms98-a-0085,A.125,374.01525,374.5615,[silence],0.54625,4
sw2107B-ms98-a-0110,B.124,374.44675,374.530625,[silence],0.083875,2
sw2107B-ms98-a-0110,B.124,374.530625,374.793625,uh,0.263,
sw2107A-ms98-a-0085,A.125,374.5615,374.68225,What,0.12075,
sw2107A-ms98-a-0085,A.125,374.68225,374.804125,are,0.121875,
sw2107B-ms98-a-0110,B.126,374.793625,375.466375,[silence],0.67275,2
sw2107B-ms98-a-0110,B.126,374.793625,374.793625,Uh,0,
sw2107A-ms98-a-0085,A.125,374.804125,374.87525,your,0.071125,
sw2107A-ms98-a-0085,A.125,374.87525,375.21525,cats',0.34,
sw2107A-ms98-a-0085,A.125,375.21525,375.72775,names,0.5125,
sw2107B-ms98-a-0111,B.126,375.466375,375.87725,[silence],0.410875,3
sw2107A-ms98-a-0085,A.127,375.72775,375.80575,[silence],0.078,2
sw2107A-ms98-a-0086,A.127,375.80575,379.149875,[silence],3.344125,3
sw2107B-ms98-a-0111,B.126,375.87725,375.967125,we,0.089875,
sw2107B-ms98-a-0111,B.126,375.967125,376.426375,have,0.45925,
sw2107B-ms98-a-0111,B.126,376.426375,376.843,uh,0.416625,
sw2107B-ms98-a-0111,B.126,376.843,377.38975,[silence],0.54675,2
sw2107B-ms98-a-0111,B.126,377.38975,377.936375,Bonzo,0.546625,
sw2107B-ms98-a-0111,B.126,377.936375,378.536375,Bear,0.6,
sw2107B-ms98-a-0111,B.126,378.536375,379.106375,Poindexter,0.57,
sw2107B-ms98-a-0111,B.126,379.106375,379.236375,and,0.13,
sw2107A-ms98-a-0087,A.127,379.149875,379.639875,[silence],0.49,4
sw2107B-ms98-a-0111,B.126,379.236375,379.653625,Felix,0.41725,
sw2107A-ms98-a-0087,A.127,379.639875,380.086375,Oh,0.4465,
sw2107B-ms98-a-0111,B.128,379.653625,380.195125,[silence],0.5415,4
sw2107A-ms98-a-0087,A.127,380.086375,380.304375,how,0.218,
sw2107B-ms98-a-0111,B.128,380.195125,381.97275,[laughter],1.777625,
sw2107A-ms98-a-0087,A.127,380.304375,380.892375,sweet,0.588,
sw2107A-ms98-a-0087,A.129,380.892375,381.183625,[silence],0.29125,2
sw2107A-ms98-a-0088,A.129,381.183625,382.538875,[silence],1.35525,4
sw2107B-ms98-a-0111,B.128,381.97275,382.050625,And,0.077875,
sw2107B-ms98-a-0111,B.128,382.050625,382.156375,what,0.10575,
sw2107B-ms98-a-0111,B.128,382.156375,382.216375,do,0.06,
sw2107B-ms98-a-0111,B.128,382.216375,382.336375,you,0.12,
sw2107B-ms98-a-0111,B.128,382.336375,382.583625,have,0.24725,
sw2107A-ms98-a-0089,A.129,382.538875,382.7825,[silence],0.243625,4
sw2107B-ms98-a-0111,B.130,382.583625,382.781125,[silence],0.1975,2
sw2107B-ms98-a-0112,B.130,382.781125,384.219,[silence],1.437875,4
sw2107A-ms98-a-0089,A.129,382.7825,382.8725,I,0.09,
sw2107A-ms98-a-0089,A.129,382.8725,383.174,have,0.3015,
sw2107A-ms98-a-0089,A.129,383.174,383.4215,[silence],0.2475,2
sw2107A-ms98-a-0089,A.129,383.4215,384.178875,Xanadu,0.757375,
sw2107A-ms98-a-0089,A.129,384.178875,384.368875,[silence],0.19,4
sw2107B-ms98-a-0113,B.130,384.219,384.43275,[silence],0.21375,4
sw2107A-ms98-a-0089,A.129,384.368875,384.598875,and,0.23,
sw2107B-ms98-a-0113,B.130,384.43275,384.596125,---,0.163375,
sw2107B-ms98-a-0113,B.130,384.596125,384.680375,[silence],0.08425,4
sw2107A-ms98-a-0089,A.129,384.598875,385.108875,Precious,0.51,
sw2107B-ms98-a-0114,B.130,384.680375,385.645625,[silence],0.96525,4
sw2107A-ms98-a-0089,A.129,385.108875,385.288875,and,0.18,
sw2107A-ms98-a-0089,A.129,385.288875,385.81075,Rascal,0.521875,
sw2107B-ms98-a-0115,B.130,385.645625,385.878375,[silence],0.23275,4
sw2107A-ms98-a-0089,A.131,385.81075,386.359125,[silence],0.548375,4
sw2107B-ms98-a-0115,B.130,385.878375,386.4,Oh,0.521625,
sw2107A-ms98-a-0090,A.131,386.359125,386.66225,[silence],0.303125,4
sw2107B-ms98-a-0115,B.132,386.4,386.54775,[silence],0.14775,2
sw2107B-ms98-a-0116,B.132,386.54775,389.622125,[silence],3.074375,4
sw2107A-ms98-a-0090,A.131,386.66225,386.964,Precious,0.30175,
sw2107A-ms98-a-0090,A.131,386.964,387.103375,and,0.139375,
sw2107A-ms98-a-0090,A.131,387.103375,387.489125,Rascal,0.38575,
sw2107A-ms98-a-0090,A.131,387.489125,387.569125,are,0.08,
sw2107A-ms98-a-0090,A.131,387.569125,387.849125,brother,0.28,
sw2107A-ms98-a-0090,A.131,387.849125,387.969125,and,0.12,
sw2107A-ms98-a-0090,A.131,387.969125,388.229125,sister,0.26,
sw2107A-ms98-a-0090,A.131,388.229125,388.339125,and,0.11,
sw2107A-ms98-a-0090,A.131,388.339125,388.419125,they,0.08,
sw2107A-ms98-a-0090,A.131,388.419125,388.649125,don't,0.23,
sw2107A-ms98-a-0090,A.131,388.649125,388.779125,look,0.13,
sw2107A-ms98-a-0090,A.131,388.779125,388.85575,a,0.076625,
sw2107A-ms98-a-0090,A.131,388.85575,389.010125,[silence],0.154375,2
sw2107A-ms98-a-0090,A.131,389.010125,389.209125,thing,0.199,
sw2107A-ms98-a-0090,A.131,389.209125,389.279125,a,0.07,
sw2107A-ms98-a-0090,A.131,389.279125,389.75275,like,0.473625,
sw2107B-ms98-a-0117,B.132,389.622125,389.755125,[silence],0.133,4
sw2107A-ms98-a-0090,A.131,389.75275,390.02025,[silence],0.2675,4
sw2107B-ms98-a-0117,B.132,389.755125,390.18,---,0.424875,
sw2107A-ms98-a-0090,A.131,390.02025,390.469125,Nothing,0.448875,
sw2107B-ms98-a-0117,B.132,390.18,390.276125,[silence],0.096125,2
sw2107B-ms98-a-0118,B.132,390.276125,391.648,[silence],1.371875,4
sw2107A-ms98-a-0090,A.131,390.469125,390.899125,Precious,0.43,
sw2107A-ms98-a-0090,A.131,390.899125,391.039125,is,0.14,
sw2107A-ms98-a-0090,A.131,391.039125,391.169125,a,0.13,
sw2107A-ms98-a-0090,A.131,391.169125,391.669125,medium,0.5,
sw2107B-ms98-a-0119,B.132,391.648,392.199125,[silence],0.551125,4
sw2107A-ms98-a-0090,A.131,391.669125,392.139125,hair,0.47,
sw2107A-ms98-a-0090,A.131,392.139125,392.559125,[silence],0.42,4
sw2107B-ms98-a-0119,B.132,392.199125,392.5895,Uh-huh,0.390375,
sw2107A-ms98-a-0090,A.131,392.559125,392.889125,yellow,0.33,
sw2107B-ms98-a-0119,B.132,392.5895,393.39,[silence],0.8005,4
sw2107A-ms98-a-0090,A.131,392.889125,393.3655,cat,0.476375,
sw2107A-ms98-a-0090,A.133,393.3655,393.57575,[silence],0.21025,4
sw2107B-ms98-a-0120,B.132,393.39,393.454375,[silence],0.064375,2
sw2107B-ms98-a-0120,B.132,393.454375,393.8215,yeah,0.367125,
sw2107A-ms98-a-0090,A.133,393.57575,393.847,and,0.27125,
sw2107B-ms98-a-0120,B.134,393.8215,394.22325,[silence],0.40175,4
sw2107A-ms98-a-0090,A.133,393.847,394.379125,Rascal,0.532125,
sw2107B-ms98-a-0121,B.134,394.22325,395.961875,[silence],1.738625,4
sw2107A-ms98-a-0090,A.133,394.379125,394.499125,is,0.12,
sw2107A-ms98-a-0090,A.133,394.499125,394.559125,a,0.06,
sw2107A-ms98-a-0090,A.133,394.559125,394.829125,black,0.27,
sw2107A-ms98-a-0090,A.133,394.829125,394.939125,and,0.11,
sw2107A-ms98-a-0090,A.133,394.939125,395.159125,white,0.22,
sw2107A-ms98-a-0090,A.133,395.159125,395.439125,short,0.28,
sw2107A-ms98-a-0090,A.133,395.439125,395.717125,hair,0.278,
sw2107A-ms98-a-0090,A.135,395.717125,396.070125,[silence],0.353,4
sw2107B-ms98-a-0122,B.134,395.961875,396.220375,[silence],0.2585,4
sw2107A-ms98-a-0091,A.135,396.070125,396.5025,[silence],0.432375,4
sw2107B-ms98-a-0122,B.134,396.220375,397.26975,Nothing,1.049375,
sw2107A-ms98-a-0091,A.135,396.5025,396.61575,They,0.11325,
sw2107A-ms98-a-0091,A.135,396.61575,396.763125,don't,0.147375,
sw2107A-ms98-a-0091,A.135,396.763125,396.891625,look,0.1285,
sw2107A-ms98-a-0091,A.135,396.891625,396.998625,a,0.107,
sw2107A-ms98-a-0091,A.135,396.998625,397.140375,[silence],0.14175,2
sw2107A-ms98-a-0091,A.135,397.140375,397.313625,thing,0.17325,
sw2107B-ms98-a-0122,B.136,397.26975,398.04125,[silence],0.7715,4
sw2107A-ms98-a-0091,A.135,397.313625,397.390125,a,0.0765,
sw2107A-ms98-a-0091,A.135,397.390125,397.580125,like,0.19,
sw2107A-ms98-a-0091,A.137,397.580125,398.146125,[laughter],0.566,
sw2107B-ms98-a-0123,B.136,398.04125,398.457375,[silence],0.416125,4
sw2107A-ms98-a-0091,A.137,398.146125,398.93425,[silence],0.788125,4
sw2107B-ms98-a-0123,B.136,398.457375,398.687,Not,0.229625,
sw2107B-ms98-a-0123,B.136,398.687,398.8335,a,0.1465,
sw2107B-ms98-a-0123,B.136,398.8335,398.97725,[silence],0.14375,4
sw2107A-ms98-a-0092,A.137,398.93425,399.32325,[silence],0.389,4
sw2107B-ms98-a-0123,B.136,398.97725,399.326875,thing,0.349625,
sw2107A-ms98-a-0092,A.137,399.32325,399.400625,and,0.077375,
sw2107B-ms98-a-0123,B.136,399.326875,399.383375,[silence],0.0565,2
sw2107B-ms98-a-0123,B.136,399.383375,399.71125,goodness,0.327875,
sw2107A-ms98-a-0092,A.137,399.400625,399.48425,they,0.083625,
sw2107A-ms98-a-0092,A.137,399.48425,399.70425,came,0.22,
sw2107A-ms98-a-0092,A.137,399.70425,399.85425,from,0.15,
sw2107B-ms98-a-0123,B.136,399.71125,400.148625,gracious,0.437375,
sw2107A-ms98-a-0092,A.137,399.85425,399.91425,the,0.06,
sw2107A-ms98-a-0092,A.137,399.91425,400.20425,same,0.29,
sw2107B-ms98-a-0123,B.138,400.148625,401.017875,[silence],0.86925,4
sw2107A-ms98-a-0092,A.137,400.20425,400.46425,litter,0.26,
sw2107A-ms98-a-0092,A.137,400.46425,400.56425,and,0.1,
sw2107A-ms98-a-0092,A.137,400.56425,401.02025,everything,0.456,
sw2107B-ms98-a-0124,B.138,401.017875,401.651,[silence],0.633125,4
sw2107A-ms98-a-0092,A.139,401.02025,401.584375,[silence],0.564125,2
sw2107A-ms98-a-0093,A.139,401.584375,405.99025,[silence],4.405875,4
sw2107B-ms98-a-0124,B.138,401.651,401.89625,We,0.24525,
sw2107B-ms98-a-0124,B.138,401.89625,402.0955,have,0.19925,
sw2107B-ms98-a-0124,B.138,402.0955,402.359125,uh,0.263625,
sw2107B-ms98-a-0124,B.138,402.359125,402.686875,uh,0.32775,
sw2107B-ms98-a-0124,B.138,402.686875,403.037125,[silence],0.35025,2
sw2107B-ms98-a-0124,B.138,403.037125,403.672875,tortoise,0.63575,
sw2107B-ms98-a-0124,B.138,403.672875,404.222875,[silence],0.55,2
sw2107B-ms98-a-0124,B.138,404.222875,404.347875,which,0.125,
sw2107B-ms98-a-0124,B.138,404.347875,404.487875,is,0.14,
sw2107B-ms98-a-0124,B.138,404.487875,404.567875,a,0.08,
sw2107B-ms98-a-0124,B.138,404.567875,404.844125,black,0.27625,
sw2107B-ms98-a-0124,B.138,404.844125,404.9105,[silence],0.066375,2
sw2107B-ms98-a-0124,B.138,404.9105,405.193,and,0.2825,
sw2107B-ms98-a-0124,B.138,405.193,405.377875,and,0.184875,
sw2107B-ms98-a-0124,B.138,405.377875,405.959,orange,0.581125,
sw2107B-ms98-a-0124,B.140,405.959,406.324375,[silence],0.365375,4
sw2107A-ms98-a-0094,A.139,405.99025,406.1845,[silence],0.19425,2
sw2107A-ms98-a-0094,A.139,406.1845,406.59025,Oh,0.40575,
sw2107B-ms98-a-0124,B.140,406.324375,406.467875,And,0.1435,
sw2107B-ms98-a-0124,B.140,406.467875,406.697875,she's,0.23,
sw2107A-ms98-a-0094,A.141,406.59025,407.148875,[silence],0.558625,4
sw2107B-ms98-a-0124,B.140,406.697875,406.928,so,0.230125,
sw2107B-ms98-a-0124,B.140,406.928,407.04525,[silence],0.11725,2
sw2107B-ms98-a-0124,B.140,407.04525,407.697375,ugly,0.652125,
sw2107A-ms98-a-0095,A.141,407.148875,407.7035,[silence],0.554625,4
sw2107B-ms98-a-0124,B.142,407.697375,407.723,[silence],0.025625,4
sw2107A-ms98-a-0095,A.141,407.7035,408.523375,[laughter],0.819875,
